,type,year,tuition_type,tuition_cost,tuition_2,avg_tuition,1_year_change_tuition,total_change_tuition,cpi,1_year_change_cpi,total_change_cpi
227,Public,2014-15,2 Year Current,9585,9585,9585,3.2532586448346335,6604.0,236.736,1.6221877857286904,120.01486988847583
228,Private,2014-15,All Constant,38367,40045,39206,3.2117095772126625,18961.0,236.736,1.6221877857286904,120.01486988847583
229,Private,2014-15,4 Year Constant,38947,40651,39799,3.044817854646187,18771.0,236.736,1.6221877857286904,120.01486988847583
230,Private,2014-15,2 Year Constant,24941,26032,25486,1.171053153904178,10648.0,236.736,1.6221877857286904,120.01486988847583
231,Private,2014-15,All Current,37422,37422,37422,3.964439505486883,28537.0,236.736,1.6221877857286904,120.01486988847583
232,Private,2014-15,4 Year Current,37988,37988,37988,3.7951856608104073,28060.0,236.736,1.6221877857286904,120.01486988847583
233,Private,2014-15,2 Year Current,24327,24327,24327,1.914537075827405,17815.0,236.736,1.6221877857286904,120.01486988847583
234,All Institutions,2015-16,All Constant,22852,23851,23351,2.5741269492642216,12220.0,237.017,0.11869762097864722,120.27602230483272
235,All Institutions,2015-16,4 Year Constant,26613,27777,27195,2.1600300525920435,14653.0,237.017,0.11869762097864722,120.27602230483272
236,All Institutions,2015-16,2 Year Constant,10599,11062,10830,1.823993982700256,3158.0,237.017,0.11869762097864722,120.27602230483272
237,All Institutions,2015-16,All Current,22439,22439,22439,3.2675226655621614,17554.0,237.017,0.11869762097864722,120.27602230483272
238,All Institutions,2015-16,4 Year Current,26132,26132,26132,2.8454484631429855,20628.0,237.017,0.11869762097864722,120.27602230483272
239,All Institutions,2015-16,2 Year Current,10407,10407,10407,2.501723628484198,7040.0,237.017,0.11869762097864722,120.27602230483272
240,Public,2015-16,All Constant,17075,17821,17448,2.8773584905660288,9310.0,237.017,0.11869762097864722,120.27602230483272
241,Public,2015-16,4 Year Constant,19558,20413,19985,2.382172131147531,11193.0,237.017,0.11869762097864722,120.27602230483272
242,Public,2015-16,2 Year Constant,10097,10538,10317,2.7384983071101265,3525.0,237.017,0.11869762097864722,120.27602230483272
243,Public,2015-16,All Current,16766,16766,16766,3.5705460835186553,13195.0,237.017,0.11869762097864722,120.27602230483272
244,Public,2015-16,4 Year Current,19204,19204,19204,3.069987118935158,15345.0,237.017,0.11869762097864722,120.27602230483272
245,Public,2015-16,2 Year Current,9914,9914,9914,3.4324465310380914,6933.0,237.017,0.11869762097864722,120.27602230483272
246,Private,2015-16,All Constant,39734,41472,40603,3.5632301178391,20358.0,237.017,0.11869762097864722,120.27602230483272
247,Private,2015-16,4 Year Constant,40261,42021,41141,3.37194401869394,20113.0,237.017,0.11869762097864722,120.27602230483272
248,Private,2015-16,2 Year Constant,24824,25909,25366,-0.4708467393863325,10528.0,237.017,0.11869762097864722,120.27602230483272
249,Private,2015-16,All Current,39016,39016,39016,4.259526481748699,30131.0,237.017,0.11869762097864722,120.27602230483272
250,Private,2015-16,4 Year Current,39534,39534,39534,4.069706223017788,29606.0,237.017,0.11869762097864722,120.27602230483272
251,Private,2015-16,2 Year Current,24375,24375,24375,0.19731162905414212,17863.0,237.017,0.11869762097864722,120.27602230483272
252,All Institutions,2016-17,All Constant,23091,24101,23596,1.0492056014731688,12465.0,240.007,1.2615128872612624,123.05483271375466
253,All Institutions,2016-17,4 Year Constant,26593,27755,27174,-0.07722007722007485,14632.0,240.007,1.2615128872612624,123.05483271375466
254,All Institutions,2016-17,2 Year Constant,10598,11061,10829,-0.009233610341641274,3157.0,240.007,1.2615128872612624,123.05483271375466
255,All Institutions,2016-17,All Current,23091,23091,23091,2.9056553322340584,18206.0,240.007,1.2615128872612624,123.05483271375466
256,All Institutions,2016-17,4 Year Current,26593,26592,26592,1.760293892545528,21088.0,240.007,1.2615128872612624,123.05483271375466
257,All Institutions,2016-17,2 Year Current,10598,10597,10597,1.8256942442586688,7230.0,240.007,1.2615128872612624,123.05483271375466
258,Public,2016-17,All Constant,17237,17992,17614,0.9513984410820742,9476.0,240.007,1.2615128872612624,123.05483271375466
259,Public,2016-17,4 Year Constant,19488,20341,19914,-0.355266449837377,11122.0,240.007,1.2615128872612624,123.05483271375466
260,Public,2016-17,2 Year Constant,10091,10531,10311,-0.05815644082581839,3519.0,240.007,1.2615128872612624,123.05483271375466
261,Public,2016-17,All Current,17237,17238,17237,2.8092568292973796,13666.0,240.007,1.2615128872612624,123.05483271375466
262,Public,2016-17,4 Year Current,19488,19488,19488,1.4788585711310143,15629.0,240.007,1.2615128872612624,123.05483271375466
263,Public,2016-17,2 Year Current,10091,10090,10090,1.775267298769423,7109.0,240.007,1.2615128872612624,123.05483271375466
264,Private,2016-17,All Constant,40925,42712,41818,2.992389724897171,21573.0,240.007,1.2615128872612624,123.05483271375466
265,Private,2016-17,4 Year Constant,41468,43279,42373,2.9945796164410288,21345.0,240.007,1.2615128872612624,123.05483271375466
266,Private,2016-17,2 Year Constant,24882,25976,25429,0.2483639517464331,10591.0,240.007,1.2615128872612624,123.05483271375466
267,Private,2016-17,All Current,40925,40922,40923,4.887738363748206,32038.0,240.007,1.2615128872612624,123.05483271375466
268,Private,2016-17,4 Year Current,41468,41465,41466,4.886932766732444,31538.0,240.007,1.2615128872612624,123.05483271375466
269,Private,2016-17,2 Year Current,24882,24888,24885,2.092307692307682,18373.0,240.007,1.2615128872612624,123.05483271375466
